

Results from heasarc_rc3: Third Reference Catalog of Bright Galaxies
Coordinate system:  Equatorial
|ra        |dec      |lii     |bii     |log_d25|class            |
|10 38 50.7|-11 38 54|258.8819| 39.6234|   1.40|    SPIRAL GALAXY|
|09 27 12.6|-11 38 37|244.0762| 27.1203|   1.34|    SPIRAL GALAXY|
|12 46 54.8|-11 38 11|301.1629| 51.2198|   1.16|           GALAXY|
|05 07 30.0|-11 38 00|211.8771|-28.2856|   1.27|    SPIRAL GALAXY|
|09 22 00.0|-11 38 00|243.1766| 26.1299|   1.07| IRREGULAR GALAXY|
|12 39 59.4|-11 37 22|298.4603| 51.1496|   1.94|    SPIRAL GALAXY|
|23 26 36.0|-11 37 00| 66.7264|-64.7596|   1.12|    SPIRAL GALAXY|
|14 01 41.8|-11 36 25|328.9765| 47.6804|   1.14|LENTICULAR GALAXY|
|12 54 36.0|-11 36 00|304.1695| 51.2642|   1.30|    SPIRAL GALAXY|
|09 26 24.6|-11 33 21|243.8613| 27.0229|   1.31|    SPIRAL GALAXY|
|11 30 04.7|-11 32 47|273.2313| 46.5802|   1.21|ELLIPTICAL GALAXY|
|12 16 24.0|-11 31 00|289.3843| 50.4311|   1.18| IRREGULAR GALAXY|
|22 15 00.0|-11 31 00| 48.2242|-50.1491|   1.26|LENTICULAR GALAXY|
|01 58 52.3|-11 30 54|171.5989|-67.7624|   1.13|    SPIRAL GALAXY|
|00 46 03.7|-11 30 20|118.0513|-74.3263|   1.30|    SPIRAL GALAXY|
|13 03 54.8|-11 30 20|307.8179| 51.2478|   0.98|ELLIPTICAL GALAXY|
|00 05 13.3|-11 30 12| 85.9135|-70.9744|   1.22|LENTICULAR GALAXY|
|22 08 03.5|-10 19 55| 48.5392|-48.0840|   1.17|    SPIRAL GALAXY|
|05 22 34.7|-11 29 58|213.4680|-24.8749|   1.48|    SPIRAL GALAXY|
|05 22 35.4|-11 29 49|213.4668|-24.8712|   0.85|ELLIPTICAL GALAXY|
|13 03 57.4|-11 29 49|307.8358| 51.2556|   1.25|    SPIRAL GALAXY|
|13 39 37.7|-11 29 37|321.3467| 49.6473|   1.50|    SPIRAL GALAXY|
|00 24 30.0|-11 29 00| 99.6122|-73.1237|   1.22|    SPIRAL GALAXY|
|10 07 48.0|-11 29 00|251.6725| 34.6361|   1.05| IRREGULAR GALAXY|
|15 10 55.7|-11 28 50|348.7912| 38.6677|   1.18|LENTICULAR GALAXY|
|08 43 04.0|-11 28 22|236.9642| 18.5137|   1.11|    SPIRAL GALAXY|
|00 42 14.9|-11 28 20|114.6383|-74.1958|   1.13|LENTICULAR GALAXY|
|00 47 47.4|-11 28 08|119.6238|-74.3172|   1.48|    SPIRAL GALAXY|
|08 05 38.1|-11 25 41|231.8521| 10.7872|   1.46|    SPIRAL GALAXY|
|05 23 14.9|-11 25 28|213.4687|-24.6944|   1.20|LENTICULAR GALAXY|
|11 51 30.1|-11 25 27|280.3056| 48.7966|   1.15|    SPIRAL GALAXY|
|08 22 29.5|-11 25 06|234.0519| 14.3162|   1.31|    SPIRAL GALAXY|
|03 00 24.0|-11 25 00|191.8221|-55.9072|   1.13|    SPIRAL GALAXY|
|12 49 07.8|-11 24 38|302.0242| 51.4571|   1.48|    SPIRAL GALAXY|
|10 54 14.2|-11 24 20|262.6381| 42.1157|   1.02|    SPIRAL GALAXY|
|13 02 04.3|-11 22 43|307.1121| 51.4068|   1.01| IRREGULAR GALAXY|
|20 33 41.3|-11 22 08| 34.0626|-27.7994|   1.01|    SPIRAL GALAXY|
|02 16 32.4|-11 20 57|178.7664|-64.5349|   1.20|    SPIRAL GALAXY|
|03 19 06.0|-11 20 00|195.7088|-51.9337|   1.18|    SPIRAL GALAXY|
|09 33 43.5|-11 19 19|244.9383| 28.5590|   1.28|    SPIRAL GALAXY|
|15 09 16.0|-11 19 17|348.5267| 39.0534|   1.48|    SPIRAL GALAXY|
|00 32 42.7|-11 19 07|106.4764|-73.5892|   1.23|    SPIRAL GALAXY|
|05 51 30.0|-11 19 00|216.4984|-18.3679|   1.16|    SPIRAL GALAXY|
|12 40 12.0|-11 18 00|298.5061| 51.4752|   1.20|    SPIRAL GALAXY|
|01 48 36.5|-10 19 39|164.3657|-68.4683|   1.08|LENTICULAR GALAXY|
|11 28 44.2|-11 16 58|272.6305| 46.6658|   1.09|    SPIRAL GALAXY|
|02 40 29.2|-11 16 42|186.4856|-59.8861|   1.37|LENTICULAR GALAXY|
|04 59 41.4|-11 16 17|210.5821|-29.8706|   1.24|    SPIRAL GALAXY|
|20 33 17.7|-11 16 17| 34.1168|-27.6710|   1.12|    SPIRAL GALAXY|
|10 44 16.2|-11 14 35|259.9079| 40.7711|   1.07|    SPIRAL GALAXY|
|11 07 14.5|-11 14 20|266.1086| 44.0573|   1.10|    SPIRAL GALAXY|
|13 02 16.1|-11 14 13|307.2046| 51.5449|   1.08|    SPIRAL GALAXY|
|14 02 46.2|-11 14 06|329.5579| 47.9149|   1.11|    SPIRAL GALAXY|
|10 09 03.4|-11 13 58|251.7215| 35.0311|   1.13|LENTICULAR GALAXY|
|14 38 13.8|-11 12 59|340.5108| 43.7269|   1.20|LENTICULAR GALAXY|
|13 26 44.7|-11 12 47|316.6834| 50.7136|   1.15|    SPIRAL GALAXY|
|10 44 29.1|-11 12 28|259.9337| 40.8315|   1.30|    SPIRAL GALAXY|
|15 08 49.2|-11 12 28|348.5141| 39.2109|   1.17|ELLIPTICAL GALAXY|
|03 22 55.0|-11 12 12|196.2737|-51.0569|   1.40|    SPIRAL GALAXY|
|03 23 38.2|-11 11 49|196.4034|-50.9002|   1.25|    SPIRAL GALAXY|
|02 25 50.6|-11 11 28|181.8063|-62.6897|   1.05|LENTICULAR GALAXY|
|00 04 01.0|-11 10 37| 85.7063|-70.5396|   0.34|    SPIRAL GALAXY|
|00 04 01.7|-11 10 27| 85.7180|-70.5388|   1.06|    SPIRAL GALAXY|
|15 08 13.5|-11 08 27|348.4265| 39.3564|   1.00|    SPIRAL GALAXY|
|04 59 27.8|-11 07 22|210.3997|-29.8582|   1.30|    SPIRAL GALAXY|
|04 59 17.4|-11 07 08|210.3749|-29.8951|   1.32|LENTICULAR GALAXY|
|05 52 06.0|-11 07 00|216.3734|-18.1498|   1.09|    SPIRAL GALAXY|
|20 45 02.9|-11 06 18| 35.6789|-30.2142|   1.12|    SPIRAL GALAXY|
|00 30 06.0|-11 06 00|104.5272|-73.2047|   1.29|    SPIRAL GALAXY|
|12 06 50.5|-11 05 56|285.6621| 50.2715|   1.29|    SPIRAL GALAXY|
|12 49 41.5|-11 05 36|302.2395| 51.7761|   1.12|    SPIRAL GALAXY|
|01 00 04.2|-11 04 59|130.5557|-73.8269|   1.17|    SPIRAL GALAXY|
|01 59 59.5|-11 04 45|171.3501|-67.2561|   1.24|    SPIRAL GALAXY|
|20 24 20.5|-11 02 47| 33.3108|-25.5843|   1.12|    SPIRAL GALAXY|
|02 29 11.7|-11 01 32|182.6364|-61.9449|   1.11|    SPIRAL GALAXY|
|22 46 00.0|-11 00 00| 55.5087|-56.4103|   1.31|    SPIRAL GALAXY|
|04 59 26.0|-10 58 52|210.2481|-29.8049|   1.51|    SPIRAL GALAXY|
|09 36 13.7|-10 58 29|245.0822| 29.2531|   1.17|    SPIRAL GALAXY|
|09 37 46.8|-10 58 27|245.3625| 29.5453|   1.16|    SPIRAL GALAXY|
|11 48 01.1|-10 57 43|278.8413| 48.9207|   1.47|LENTICULAR GALAXY|
|11 27 23.0|-10 57 09|271.9783| 46.8053|   1.05|    SPIRAL GALAXY|
|00 08 34.4|-10 56 58| 88.9490|-70.9367|   1.07|    SPIRAL GALAXY|
|13 29 42.0|-10 53 00|317.9184| 50.8717|   1.12|    SPIRAL GALAXY|
|03 20 22.9|-10 52 03|195.3128|-51.4282|   0.64|    SPIRAL GALAXY|
|03 20 15.4|-10 51 48|195.2822|-51.4526|   0.74|    SPIRAL GALAXY|
|12 50 24.0|-10 51 00|302.5178| 52.0209|   1.51|    SPIRAL GALAXY|
|02 34 24.6|-10 50 40|183.9842|-60.8246|   1.46|    SPIRAL GALAXY|
|02 29 10.3|-10 50 12|182.3156|-61.8315|       |LENTICULAR GALAXY|
|02 29 09.6|-10 49 43|182.2985|-61.8286|       | IRREGULAR GALAXY|
|12 45 48.0|-10 49 00|300.6813| 52.0304|   1.04|    SPIRAL GALAXY|
|01 55 32.0|-10 48 00|168.7257|-67.7742|   1.07|    SPIRAL GALAXY|
|11 42 12.0|-10 46 28|276.7330| 48.5436|   1.24|    SPIRAL GALAXY|
|13 17 01.8|-10 46 12|313.0820| 51.5967|   1.27|    SPIRAL GALAXY|
|00 34 40.1|-10 46 01|108.5703|-73.1694|   1.24|LENTICULAR GALAXY|
|12 57 03.7|-10 45 43|305.1800| 52.0853|   1.09|LENTICULAR GALAXY|
|02 33 03.5|-10 45 36|183.4286|-61.0354|   1.29|    SPIRAL GALAXY|
|04 49 53.9|-10 45 18|208.8482|-31.8263|   1.06|    SPIRAL GALAXY|
|00 03 12.0|-10 45 00| 85.9017|-70.0725|   0.94|    SPIRAL GALAXY|
|03 10 52.7|-10 44 52|193.1812|-53.3698|   1.20|ELLIPTICAL GALAXY|
|00 03 32.3|-10 44 42| 86.1144|-70.1136|   1.10|LENTICULAR GALAXY|
|14 52 10.4|-10 44 28|344.6984| 42.1334|   1.19|    SPIRAL GALAXY|
|02 30 24.0|-10 44 00|182.5430|-61.5314|   1.31| IRREGULAR GALAXY|
|20 55 00.0|-10 44 00| 37.2901|-32.2657|   1.04| IRREGULAR GALAXY|
|12 57 36.0|-10 43 00|305.3979| 52.1256|   1.04|    SPIRAL GALAXY|
|15 04 00.0|-10 43 00|347.7466| 40.3479|   1.12|    SPIRAL GALAXY|
|21 05 57.3|-10 43 00| 38.6994|-34.6865|   1.09|    SPIRAL GALAXY|
|04 49 42.7|-10 42 26|208.7742|-31.8472|   1.03|    SPIRAL GALAXY|
|13 38 29.8|-10 42 16|321.2840| 50.4829|   1.13|LENTICULAR GALAXY|
|15 09 24.7|-10 41 43|349.0880| 39.5056|   1.17|    SPIRAL GALAXY|
|04 55 05.7|-10 41 27|209.4192|-30.6451|   1.46|    SPIRAL GALAXY|
|20 33 37.0|-10 41 07| 34.7538|-27.4948|   1.12|    SPIRAL GALAXY|
|11 14 48.0|-10 41 00|267.9057| 45.5145|   1.12|    SPIRAL GALAXY|
|03 16 08.9|-10 40 30|194.1883|-52.2251|   1.12|    SPIRAL GALAXY|
|12 33 48.0|-10 40 00|295.8884| 51.9637|   1.26|    SPIRAL GALAXY|
|11 38 26.7|-10 38 19|275.3813| 48.2898|   1.05|LENTICULAR GALAXY|
|21 41 41.4|-10 38 10| 43.7911|-42.5169|   1.14|LENTICULAR GALAXY|
|21 52 24.0|-10 38 00| 45.4773|-44.8490|   1.04|    SPIRAL GALAXY|
|05 14 06.2|-10 37 38|211.6183|-26.3927|   1.31|    SPIRAL GALAXY|
|01 21 12.0|-10 37 00|147.3436|-72.0632|   1.12|    SPIRAL GALAXY|
|03 11 36.0|-10 37 00|193.1495|-53.1502|   1.04|    SPIRAL GALAXY|
|12 54 37.1|-10 36 47|304.2085| 52.2508|   1.29|LENTICULAR GALAXY|
|04 56 46.0|-10 35 37|209.5210|-30.2323|   1.34|    SPIRAL GALAXY|
|13 55 12.0|-10 35 34|327.3515| 49.2320|   1.17|    SPIRAL GALAXY|
|11 38 50.9|-10 35 02|275.4823| 48.3810|   1.27|    SPIRAL GALAXY|
|12 58 28.3|-10 34 38|305.7564| 52.2559|   1.03|LENTICULAR GALAXY|
|03 18 54.0|-10 33 00|194.5765|-51.5805|   1.21|LENTICULAR GALAXY|
|20 05 36.0|-10 33 00| 31.6775|-21.2045|   1.04|    SPIRAL GALAXY|
|23 08 06.9|-10 32 34| 62.2595|-60.5719|   1.12|    SPIRAL GALAXY|
|02 28 37.3|-10 32 22|181.6472|-61.7492|   1.38|    SPIRAL GALAXY|
|12 54 23.7|-10 32 11|304.1212| 52.3285|   1.54|    SPIRAL GALAXY|
|02 28 45.5|-10 30 52|181.6513|-61.7074|   1.17|    SPIRAL GALAXY|
|00 31 35.7|-10 30 22|106.2864|-72.7335|   1.15|    SPIRAL GALAXY|
|12 37 12.0|-10 30 00|297.2141| 52.2136|   1.03| IRREGULAR GALAXY|
|12 53 07.3|-10 29 40|303.6099| 52.3751|   1.30|ELLIPTICAL GALAXY|
|11 08 32.3|-10 29 31|265.9131| 44.8571|   1.17|    SPIRAL GALAXY|
|20 21 47.7|-10 29 23| 33.5754|-24.7820|   1.28|    SPIRAL GALAXY|
|08 20 06.2|-10 29 17|232.9171| 14.3105|   1.05|    SPIRAL GALAXY|
|03 12 14.2|-10 28 50|193.0930|-52.9456|   1.53|    SPIRAL GALAXY|
|02 01 51.3|-10 28 03|171.1542|-66.4961|   1.13|    SPIRAL GALAXY|
|00 31 12.0|-10 28 00|106.0059|-72.6700|   1.15|    SPIRAL GALAXY|
|12 51 48.1|-10 27 18|303.0785| 52.4166|   1.42|ELLIPTICAL GALAXY|
|01 49 10.9|-10 25 40|164.8369|-68.4636|   1.41|    SPIRAL GALAXY|
|23 54 13.4|-10 25 09| 81.3244|-68.5351|       |           GALAXY|
|13 02 03.1|-10 24 47|307.2087| 52.3705|   1.14|    SPIRAL GALAXY|
|23 18 38.3|-10 24 30| 65.9121|-62.4911|   1.13|    SPIRAL GALAXY|
|23 53 40.2|-10 24 14| 81.0533|-68.4410|       |           GALAXY|
|23 18 46.4|-10 23 58| 65.9735|-62.5105|   1.05|ELLIPTICAL GALAXY|
|05 31 40.2|-10 23 36|213.4021|-22.3850|   1.22|    SPIRAL GALAXY|
|09 43 08.7|-10 23 00|245.8282| 30.9325|   1.17|    SPIRAL GALAXY|
|12 53 08.2|-10 22 42|303.6180| 52.4912|   1.06|LENTICULAR GALAXY|
|00 18 50.9|-10 22 38| 96.7626|-71.5736|   1.04|    SPIRAL GALAXY|
|04 36 22.0|-10 22 38|206.7208|-34.6614|   0.94|    SPIRAL GALAXY|
|12 55 30.0|-10 22 00|304.5727| 52.4921|   1.15| IRREGULAR GALAXY|
|00 18 50.1|-10 21 40| 96.7735|-71.5575|   1.05|    SPIRAL GALAXY|
|22 34 20.7|-10 21 26| 53.7527|-53.6535|   1.29|    SPIRAL GALAXY|
|05 02 19.4|-10 21 23|209.9471|-28.8962|   1.31|    SPIRAL GALAXY|
|13 09 45.4|-10 20 22|310.3067| 52.2698|   1.47|    SPIRAL GALAXY|
|13 04 14.6|-10 20 21|308.0984| 52.4041|   1.74|    SPIRAL GALAXY|
|17 16 36.0|-10 20 00| 12.2511| 15.6802|       |           GALAXY|
|19 42 40.7|-10 19 25| 29.3514|-16.0127|   1.48|    SPIRAL GALAXY|
|02 10 17.4|-10 19 12|174.5472|-64.9533|   1.17|    SPIRAL GALAXY|
|04 27 18.3|-10 19 05|205.4499|-36.6372|       |ELLIPTICAL GALAXY|
|12 52 50.0|-10 18 35|303.4965| 52.5605|   1.19|LENTICULAR GALAXY|
|04 27 18.6|-10 18 22|205.4372|-36.6308|       |    SPIRAL GALAXY|
|05 50 12.0|-10 18 00|215.3864|-18.2238|   1.36|    SPIRAL GALAXY|
|03 09 09.1|-10 17 33|192.1562|-53.4898|   1.13|    SPIRAL GALAXY|
|03 17 45.5|-10 17 20|193.9830|-51.6868|   1.23|LENTICULAR GALAXY|
|11 20 25.3|-10 16 55|269.3228| 46.5649|   1.13|ELLIPTICAL GALAXY|
|23 18 52.6|-10 15 36| 66.2379|-62.4386|   1.15|LENTICULAR GALAXY|
|11 20 39.6|-10 15 27|269.3789| 46.6154|   1.20|LENTICULAR GALAXY|
|11 08 26.4|-10 15 22|265.7025| 45.0415|   1.16|LENTICULAR GALAXY|
|12 54 52.0|-10 14 53|304.3212| 52.6144|   1.24|    SPIRAL GALAXY|
|04 47 20.8|-10 14 19|207.9799|-32.1696|   1.05|ELLIPTICAL GALAXY|
|04 00 54.0|-10 14 00|201.5441|-42.3940|   0.99|    SPIRAL GALAXY|
|14 19 58.2|-10 13 48|335.8042| 46.9130|   1.20|    SPIRAL GALAXY|
|11 33 10.5|-10 13 44|273.3629| 48.0986|   1.11|    SPIRAL GALAXY|
|14 04 35.4|-10 13 15|330.8013| 48.6524|   1.09|LENTICULAR GALAXY|
|04 56 37.5|-10 13 12|209.1135|-30.1032|   1.10|LENTICULAR GALAXY|
|02 48 18.0|-10 13 00|186.9778|-57.7078|   1.08|    SPIRAL GALAXY|
|06 23 30.0|-10 12 00|218.9526|-10.7929|   1.11| IRREGULAR GALAXY|
|11 50 36.0|-10 12 00|279.3198| 49.8620|   1.12|LENTICULAR GALAXY|
|12 44 47.1|-10 11 52|300.2338| 52.6391|   1.05|LENTICULAR GALAXY|
|02 09 43.0|-10 11 03|174.0847|-64.9569|   1.16|LENTICULAR GALAXY|
|12 39 06.0|-10 11 00|297.9332| 52.5686|   1.08|    SPIRAL GALAXY|
|12 48 12.0|-10 11 00|301.6177| 52.6802|   1.06|    SPIRAL GALAXY|
|14 49 30.5|-10 10 24|344.4513| 42.9810|       | IRREGULAR GALAXY|
|11 57 44.6|-10 10 23|281.8830| 50.4913|   1.20| IRREGULAR GALAXY|
|04 22 01.2|-10 10 20|204.5604|-37.7370|   1.18|    SPIRAL GALAXY|
|02 57 49.7|-10 10 04|189.3450|-55.7548|   1.43|    SPIRAL GALAXY|
|02 27 32.8|-10 09 56|180.6832|-61.7136|   1.18|    SPIRAL GALAXY|
|14 49 32.9|-10 09 51|344.4696| 42.9825|       | IRREGULAR GALAXY|
|00 58 31.0|-10 09 28|128.8819|-72.9477|   1.11|    SPIRAL GALAXY|
|14 03 34.2|-10 09 04|330.5005| 48.8212|   1.10|    SPIRAL GALAXY|
|02 09 38.5|-10 08 47|173.9910|-64.9430|   1.06|LENTICULAR GALAXY|
|14 03 52.9|-10 08 22|330.6136| 48.7996|   1.34|    SPIRAL GALAXY|
|02 09 24.9|-10 08 09|173.8797|-64.9747|   1.10|    SPIRAL GALAXY|
|10 51 23.1|-10 08 03|260.8493| 42.7183|   1.19|LENTICULAR GALAXY|
|02 09 21.1|-10 08 00|173.8493|-64.9838|   1.17|    SPIRAL GALAXY|
|00 35 59.8|-10 07 19|110.1210|-72.6085|   1.19|ELLIPTICAL GALAXY|
|12 49 18.0|-10 07 00|302.0626| 52.7515|   1.61|    SPIRAL GALAXY|
|02 04 34.9|-10 06 32|171.7724|-65.7778|   1.04|    SPIRAL GALAXY|
|00 36 29.0|-10 06 25|110.5238|-72.6174|   1.19|    SPIRAL GALAXY|
|11 45 26.2|-10 06 10|277.4439| 49.4747|   1.44|    SPIRAL GALAXY|
|01 45 28.5|-10 05 38|162.2784|-68.7308|   1.12|LENTICULAR GALAXY|
|15 15 04.1|-10 05 11|350.9549| 39.0398|   1.55|    SPIRAL GALAXY|
|11 40 34.6|-10 05 10|275.7551| 49.0103|   1.43|    SPIRAL GALAXY|
|12 44 37.8|-10 05 03|300.1628| 52.7510|   1.32|    SPIRAL GALAXY|
|14 12 07.9|-10 04 42|333.4006| 47.9623|   1.03|    SPIRAL GALAXY|
|05 04 19.8|-10 04 34|209.9004|-28.3300|   1.21|    SPIRAL GALAXY|
|10 45 10.8|-10 03 53|259.1650| 41.8327|   1.17|    SPIRAL GALAXY|
|12 47 15.6|-10 03 48|301.2310| 52.7946|   1.41|    SPIRAL GALAXY|
|12 50 34.2|-09 30 48|302.5734| 53.3578|   1.09|    SPIRAL GALAXY|
|01 49 10.3|-10 03 45|164.2379|-68.1730|   1.46|    SPIRAL GALAXY|
|13 30 16.7|-10 03 16|318.4545| 51.6429|   1.13|    SPIRAL GALAXY|
|02 22 12.0|-10 03 00|178.6503|-62.6327|   1.09|    SPIRAL GALAXY|
|03 09 52.8|-10 03 00|191.9735|-53.2087|   1.12|    SPIRAL GALAXY|
|02 54 33.6|-10 01 37|188.3233|-56.3391|   1.22| IRREGULAR GALAXY|
|05 34 50.3|-10 01 37|213.4037|-21.5236|   1.08|    SPIRAL GALAXY|
|02 21 47.4|-10 01 24|178.4606|-62.6903|   1.06|LENTICULAR GALAXY|
|00 41 33.9|-10 01 20|114.7163|-72.7363|   1.42|    SPIRAL GALAXY|
|01 35 51.1|-10 00 10|156.4757|-69.9270|   1.17|    SPIRAL GALAXY|
|20 47 48.9|-09 59 46| 37.1766|-30.3536|   1.25|    SPIRAL GALAXY|
|11 00 23.7|-09 59 03|263.1887| 44.1522|   1.18|    SPIRAL GALAXY|
|01 55 51.5|-09 58 01|167.4924|-67.0840|   1.12|    SPIRAL GALAXY|
|11 11 18.0|-09 58 00|266.3199| 45.6668|   1.30|    SPIRAL GALAXY|
|12 17 24.3|-09 57 07|289.2363| 52.0125|   1.09|ELLIPTICAL GALAXY|
|09 43 18.1|-09 56 49|245.4697| 31.2451|   1.42|    SPIRAL GALAXY|
|10 47 00.8|-09 56 30|259.5370| 42.2102|   1.17|LENTICULAR GALAXY|
|02 03 31.5|-09 55 57|171.0139|-65.8239|   1.08|    SPIRAL GALAXY|
|11 05 50.8|-09 55 32|264.6918| 44.9637|   1.14|LENTICULAR GALAXY|
|11 05 39.0|-09 55 26|264.6338| 44.9380|   1.25|LENTICULAR GALAXY|
|00 56 42.7|-09 54 51|127.3132|-72.7410|   1.48|    SPIRAL GALAXY|
|00 47 47.5|-09 53 58|119.9025|-72.7497|   1.48|    SPIRAL GALAXY|
|23 41 23.9|-09 53 55| 75.8282|-66.1350|   1.06|    SPIRAL GALAXY|
|00 36 01.9|-09 53 18|110.3036|-72.3813|   1.09|    SPIRAL GALAXY|
|12 50 53.4|-09 51 46|302.7076| 53.0087|   1.15|LENTICULAR GALAXY|
|10 55 49.2|-09 51 37|261.8215| 43.5925|   1.10|    SPIRAL GALAXY|
|10 43 36.3|-09 51 24|258.5850| 41.7509|   1.30|    SPIRAL GALAXY|
|11 36 30.3|-09 50 48|274.2190| 48.8027|   1.07|    SPIRAL GALAXY|
|11 34 14.0|-09 50 45|273.4571| 48.5576|   1.09|    SPIRAL GALAXY|
|23 14 17.1|-09 50 10| 65.3599|-61.3046|   1.19|    SPIRAL GALAXY|
|00 47 46.5|-09 50 08|119.8989|-72.6857|   1.23|    SPIRAL GALAXY|
|02 26 18.0|-09 50 00|179.7292|-61.7312|   1.47|    SPIRAL GALAXY|
|11 19 12.0|-09 50 00|268.6143| 46.8003|   1.15|    SPIRAL GALAXY|
|02 05 49.5|-09 49 20|171.8429|-65.3594|   1.21|    SPIRAL GALAXY|
|08 38 01.4|-09 49 12|234.7903| 18.3926|   1.05|    SPIRAL GALAXY|
|10 59 15.7|-09 49 01|262.7368| 44.1264|   1.05|    SPIRAL GALAXY|
|13 38 10.2|-09 48 06|321.5728| 51.3708|   1.36|    SPIRAL GALAXY|
|11 25 02.4|-09 47 43|270.4225| 47.5489|   1.62|    SPIRAL GALAXY|
|10 59 16.2|-09 47 40|262.7208| 44.1459|   1.14|    SPIRAL GALAXY|
|01 51 08.1|-09 47 37|164.8377|-67.6678|   0.93|    SPIRAL GALAXY|
|04 58 15.6|-09 47 34|208.8702|-29.5555|   1.15|    SPIRAL GALAXY|
|11 04 28.8|-09 47 29|264.1921| 44.8854|   1.19|LENTICULAR GALAXY|
|12 52 34.7|-09 46 34|303.3998| 53.0946|   1.09|    SPIRAL GALAXY|
|12 52 26.8|-09 45 14|303.3460| 53.1170|   1.37|    SPIRAL GALAXY|
|09 22 07.6|-09 45 06|241.5361| 27.3108|   1.11|    SPIRAL GALAXY|
|09 43 16.8|-09 44 45|245.2863| 31.3712|   1.02|    SPIRAL GALAXY|
|12 49 33.1|-09 44 29|302.1573| 53.1275|   1.13|    SPIRAL GALAXY|
|03 06 28.5|-09 43 55|190.7604|-53.7408|   1.20|LENTICULAR GALAXY|
|11 49 05.0|-09 43 46|278.5101| 50.1622|   1.28|    SPIRAL GALAXY|
|11 31 54.7|-09 43 32|272.6049| 48.4075|   1.22|LENTICULAR GALAXY|
|16 42 39.7|-09 43 14|  7.8881| 22.9780|       |           GALAXY|
|01 54 18.1|-09 42 53|166.3181|-67.1281|   1.33|LENTICULAR GALAXY|
|14 04 43.3|-09 42 48|331.1738| 49.0980|   1.07|    SPIRAL GALAXY|
|02 10 14.9|-09 42 39|173.5260|-64.5275|   1.39|    SPIRAL GALAXY|
|00 34 25.1|-07 35 59|110.4793|-70.0589|       |LENTICULAR GALAXY|
|00 34 02.8|-09 42 20|108.8605|-72.1005|   1.57|    SPIRAL GALAXY|
|01 51 03.9|-09 42 14|164.6596|-67.6066|   1.39|    SPIRAL GALAXY|
|11 05 51.7|-09 42 11|264.5198| 45.1501|   1.17|    SPIRAL GALAXY|
|02 09 28.4|-09 40 49|173.1569|-64.6384|   1.36|    SPIRAL GALAXY|
|07 24 57.0|-09 39 36|225.3545|  2.9418|   1.23|    SPIRAL GALAXY|
|11 34 28.7|-09 39 35|273.4137| 48.7512|   1.20|LENTICULAR GALAXY|
|02 03 02.2|-09 39 25|170.3473|-65.6994|   1.45|    SPIRAL GALAXY|
|12 57 46.7|-09 38 00|305.5417| 53.2063|   1.49|    SPIRAL GALAXY|
|04 10 50.1|-09 37 48|202.3345|-39.9454|   1.25|    SPIRAL GALAXY|
|20 35 16.0|-09 37 21| 36.0319|-27.4056|   1.12|    SPIRAL GALAXY|
|23 37 15.3|-09 37 15| 74.4364|-65.2456|   1.15| IRREGULAR GALAXY|
|09 08 30.0|-09 37 00|239.1805| 24.7004|       |           GALAXY|
|09 43 12.0|-09 36 46|245.1523| 31.4421|   1.21|    SPIRAL GALAXY|
|03 07 18.6|-09 36 43|190.7816|-53.5029|   0.88|LENTICULAR GALAXY|
|11 38 09.1|-09 36 26|274.6198| 49.1936|   1.11|LENTICULAR GALAXY|
|03 07 09.6|-09 35 32|190.7197|-53.5229|   1.17|    SPIRAL GALAXY|
|01 58 50.9|-09 35 13|168.3130|-66.3213|   1.06|    SPIRAL GALAXY|
|11 34 18.0|-09 35 00|273.3024| 48.8000|   1.04|    SPIRAL GALAXY|
|11 36 49.8|-09 34 04|274.1445| 49.0887|   1.05|LENTICULAR GALAXY|
|02 38 10.4|-09 32 43|183.0761|-59.2950|   1.01|    SPIRAL GALAXY|
|03 06 56.0|-09 32 37|190.5997|-53.5429|   1.11|LENTICULAR GALAXY|
|12 53 32.2|-09 32 30|303.7983| 53.3266|   1.16|    SPIRAL GALAXY|
|03 06 11.9|-09 32 29|190.4281|-53.6928|   1.25|    SPIRAL GALAXY|
|13 05 32.9|-09 32 15|308.7423| 53.1750|   1.03|LENTICULAR GALAXY|
|04 37 55.7|-09 31 09|205.9936|-33.9380|   1.36|    SPIRAL GALAXY|
|04 36 24.6|-09 30 51|205.7870|-34.2711|   1.17| IRREGULAR GALAXY|
|10 01 00.0|-09 30 00|248.5234| 34.8043|   1.18|    SPIRAL GALAXY|
|12 50 34.5|-09 27 47|302.5749| 53.4081|   1.14|    SPIRAL GALAXY|
|01 57 30.5|-09 27 45|167.4798|-66.4362|   1.00|    SPIRAL GALAXY|
|12 49 01.6|-09 27 26|301.9343| 53.4099|   1.18|    SPIRAL GALAXY|
|03 53 36.9|-09 27 22|199.4506|-43.6107|   1.08|LENTICULAR GALAXY|
|12 50 33.2|-09 27 05|302.5659| 53.4197|   1.00|LENTICULAR GALAXY|
|04 24 01.9|-09 23 45|203.9693|-36.9448|   1.13|    SPIRAL GALAXY|
|05 11 07.9|-09 23 24|210.0193|-26.5222|   1.41|    SPIRAL GALAXY|
|11 39 41.7|-09 22 02|274.9920| 49.5727|   1.12|LENTICULAR GALAXY|
|02 42 23.6|-09 21 48|184.0421|-58.3643|   1.03|    SPIRAL GALAXY|
